UserEmail,Role,Action,Module,IPAddress,Status,CreatedAt
test.faculty.civil.5@kathir.edu,faculty,LOGIN,Auth,85.113.97.50,success,2026-02-06T04:06:51.537Z
test.student.cse.3@kathir.edu,student,SEARCH_PERFORMED,Search,65.171.32.241,success,2026-06-08T07:33:52.175Z
test.student.cse.4@kathir.edu,student,LOGOUT,Auth,45.15.152.2,success,2026-01-10T00:21:32.832Z
test.faculty.cse.1@kathir.edu,faculty,MARKS_UPLOADED,Academics,252.133.122.246,failed,2026-05-02T06:03:55.506Z
test.student.cse.7@kathir.edu,student,SEARCH_PERFORMED,Search,77.85.54.112,success,2026-02-08T11:29:28.002Z
test.student.ece.10@kathir.edu,student,CONVERSATION_CREATED,Messaging,238.82.195.106,success,2026-01-31T16:57:11.106Z
test.student.mech.1@kathir.edu,student,PASSWORD_CHANGED,Auth,232.178.10.53,success,2026-05-09T03:55:56.029Z
test.student.cse.10@kathir.edu,student,CONVERSATION_CREATED,Messaging,49.199.231.126,success,2026-06-17T01:13:32.069Z
test.faculty.civil.4@kathir.edu,faculty,PASSWORD_CHANGED,Auth,118.192.179.206,success,2026-05-21T22:11:39.875Z
test.faculty.ece.1@kathir.edu,faculty,LOGOUT,Auth,123.4.164.247,success,2026-06-14T20:59:38.215Z
test.student.cse.7@kathir.edu,student,CONVERSATION_CREATED,Messaging,63.245.77.100,success,2026-04-16T07:54:07.803Z
test.student.cse.8@kathir.edu,student,MESSAGE_SENT,Messaging,237.224.231.252,success,2026-02-26T02:20:27.319Z
test.faculty.cse.4@kathir.edu,faculty,LOGIN,Auth,126.110.106.43,success,2026-05-02T18:27:04.251Z
test.student.mech.7@kathir.edu,student,MESSAGE_SENT,Messaging,157.127.205.1,failed,2026-06-03T12:08:44.734Z
test.student.mech.8@kathir.edu,student,MESSAGE_SENT,Messaging,167.84.116.139,success,2026-02-11T01:51:19.189Z
test.student.civil.2@kathir.edu,student,LOGOUT,Auth,89.44.149.148,success,2026-04-27T17:32:07.203Z
test.student.mech.8@kathir.edu,student,CONVERSATION_CREATED,Messaging,44.73.140.3,success,2026-05-26T02:26:18.277Z
test.student.cse.8@kathir.edu,student,PASSWORD_CHANGED,Auth,7.226.179.83,success,2026-04-01T00:43:54.511Z
test.student.ece.8@kathir.edu,student,CONVERSATION_CREATED,Messaging,170.90.159.187,success,2026-06-23T09:18:20.717Z
test.student.civil.7@kathir.edu,student,LOGIN,Auth,3.14.16.252,success,2026-04-27T13:16:06.682Z
test.faculty.cse.5@kathir.edu,faculty,MARKS_UPLOADED,Academics,164.68.93.1,success,2026-01-09T17:06:34.918Z
test.student.aids.3@kathir.edu,student,LOGOUT,Auth,107.64.157.208,success,2026-02-26T20:01:05.128Z
test.faculty.cse.5@kathir.edu,faculty,CONVERSATION_CREATED,Messaging,56.4.170.151,success,2026-03-31T17:19:06.352Z
test.student.aids.2@kathir.edu,student,MESSAGE_SENT,Messaging,98.109.207.158,success,2026-06-28T11:00:51.932Z
test.student.civil.6@kathir.edu,student,MESSAGE_SENT,Messaging,193.201.128.125,failed,2026-05-13T02:55:30.095Z
test.student.mech.4@kathir.edu,student,QUERY_CREATED,HelpDesk,148.16.127.149,success,2026-02-03T21:00:24.549Z
test.faculty.aids.1@kathir.edu,faculty,ACHIEVEMENT_ADDED,Achievements,100.190.237.78,success,2026-01-25T18:40:20.007Z
test.student.civil.10@kathir.edu,student,QUERY_CREATED,HelpDesk,76.115.152.152,success,2026-06-12T05:24:04.388Z
test.faculty.aids.4@kathir.edu,faculty,ATTENDANCE_MARKED,Attendance,52.235.209.127,success,2026-04-05T09:51:20.945Z
test.faculty.mech.4@kathir.edu,faculty,LOGIN,Auth,210.250.212.179,success,2026-06-28T15:33:08.684Z
test.faculty.aids.2@kathir.edu,faculty,PASSWORD_CHANGED,Auth,202.162.0.2,success,2026-06-17T09:42:06.901Z
test.student.aids.6@kathir.edu,student,LOGIN,Auth,30.93.25.185,success,2026-03-30T14:30:14.959Z
test.student.eee.5@kathir.edu,student,LOGIN,Auth,13.199.119.135,success,2026-03-01T19:17:57.947Z
test.faculty.ece.5@kathir.edu,faculty,LOGOUT,Auth,106.138.3.179,success,2026-01-08T03:02:15.434Z
test.student.aids.2@kathir.edu,student,LOGIN,Auth,199.62.167.78,failed,2026-01-12T21:17:14.921Z
test.student.cse.3@kathir.edu,student,SEARCH_PERFORMED,Search,183.140.216.166,success,2026-06-18T11:15:33.749Z
test.faculty.eee.5@kathir.edu,faculty,ATTENDANCE_UPDATED,Attendance,2.83.26.144,failed,2026-01-21T02:41:05.414Z
test.faculty.civil.3@kathir.edu,faculty,MARKS_UPLOADED,Academics,34.177.0.226,success,2026-06-27T04:12:16.827Z
test.student.mech.2@kathir.edu,student,PROFILE_UPDATED,Profile,57.112.235.90,failed,2026-02-11T15:05:39.996Z
test.student.civil.4@kathir.edu,student,LOGIN,Auth,114.196.142.167,failed,2026-05-12T01:30:03.330Z
test.student.eee.4@kathir.edu,student,PASSWORD_CHANGED,Auth,238.52.117.189,failed,2026-06-12T00:51:29.439Z
test.faculty.mech.3@kathir.edu,faculty,LOGOUT,Auth,135.77.178.198,success,2026-06-28T14:32:12.630Z
test.student.civil.1@kathir.edu,student,LOGOUT,Auth,29.241.244.176,success,2026-06-07T05:10:57.561Z
test.student.ece.6@kathir.edu,student,PASSWORD_CHANGED,Auth,229.148.142.171,success,2026-04-14T19:28:42.094Z
test.student.mech.5@kathir.edu,student,QUERY_CREATED,HelpDesk,86.49.101.103,success,2026-05-28T01:27:05.632Z
test.student.mech.9@kathir.edu,student,CONVERSATION_CREATED,Messaging,30.4.57.4,success,2026-06-08T12:58:25.689Z
test.faculty.cse.5@kathir.edu,faculty,ATTENDANCE_MARKED,Attendance,176.37.251.228,success,2026-01-13T15:10:59.768Z
test.faculty.eee.3@kathir.edu,faculty,LOGIN,Auth,10.121.50.153,success,2026-05-02T11:18:43.197Z
test.student.eee.9@kathir.edu,student,SEARCH_PERFORMED,Search,156.151.34.172,success,2026-03-12T21:45:27.072Z
test.faculty.cse.4@kathir.edu,faculty,ATTENDANCE_MARKED,Attendance,237.111.248.84,success,2026-06-19T05:55:16.352Z
test.student.ece.8@kathir.edu,student,MESSAGE_SENT,Messaging,140.124.127.99,success,2026-04-26T19:31:02.079Z
test.student.mech.2@kathir.edu,student,PASSWORD_CHANGED,Auth,85.80.82.217,success,2026-01-17T03:19:25.350Z
test.student.eee.5@kathir.edu,student,PASSWORD_CHANGED,Auth,115.197.4.242,success,2026-03-21T12:30:02.952Z
test.faculty.aids.1@kathir.edu,faculty,PASSWORD_CHANGED,Auth,234.221.223.71,success,2026-06-13T08:31:32.228Z
test.student.ece.1@kathir.edu,student,PASSWORD_CHANGED,Auth,210.110.86.86,success,2026-01-18T20:11:09.176Z
test.student.aids.9@kathir.edu,student,SEARCH_PERFORMED,Search,13.186.108.98,success,2026-04-28T12:55:57.874Z
test.faculty.eee.4@kathir.edu,faculty,ATTENDANCE_UPDATED,Attendance,55.48.32.26,success,2026-02-03T19:50:17.692Z
test.student.eee.1@kathir.edu,student,LOGIN,Auth,185.199.137.113,success,2026-05-10T06:59:08.730Z
test.student.aids.6@kathir.edu,student,SEARCH_PERFORMED,Search,161.114.95.32,success,2026-05-26T01:35:49.736Z
test.student.eee.7@kathir.edu,student,QUERY_CREATED,HelpDesk,81.137.213.3,success,2026-01-31T01:00:06.082Z
test.student.aids.3@kathir.edu,student,PROFILE_UPDATED,Profile,136.106.200.141,failed,2026-04-03T15:24:56.760Z
test.student.aids.10@kathir.edu,student,LOGOUT,Auth,27.24.20.196,success,2026-01-04T18:47:30.591Z
test.student.mech.10@kathir.edu,student,LOGOUT,Auth,106.99.181.157,failed,2026-06-03T02:24:35.760Z
test.student.aids.4@kathir.edu,student,SEARCH_PERFORMED,Search,197.38.248.76,success,2026-04-30T06:23:58.112Z
test.admin.2026@kathir.edu,admin,QUERY_CREATED,HelpDesk,162.99.38.179,success,2026-06-24T19:44:29.212Z
test.student.eee.1@kathir.edu,student,MESSAGE_SENT,Messaging,208.152.37.133,success,2026-04-06T13:44:09.644Z
test.student.aids.7@kathir.edu,student,PROFILE_UPDATED,Profile,155.145.176.247,success,2026-04-09T20:24:37.477Z
test.student.civil.2@kathir.edu,student,QUERY_CREATED,HelpDesk,22.187.129.237,success,2026-03-25T11:17:48.408Z
test.student.mech.5@kathir.edu,student,QUERY_CREATED,HelpDesk,188.191.201.149,failed,2026-04-03T13:21:17.454Z
test.faculty.aids.2@kathir.edu,faculty,PROFILE_UPDATED,Profile,168.169.214.53,success,2026-05-01T22:02:18.336Z
test.faculty.eee.1@kathir.edu,faculty,ACHIEVEMENT_ADDED,Achievements,17.150.218.39,success,2026-04-18T07:16:16.605Z
test.student.cse.3@kathir.edu,student,LOGIN,Auth,246.96.82.223,success,2026-02-02T18:02:27.256Z
test.student.civil.8@kathir.edu,student,PROFILE_UPDATED,Profile,2.2.220.13,success,2026-04-25T16:04:34.171Z
test.student.aids.3@kathir.edu,student,LOGOUT,Auth,154.76.83.83,success,2026-03-16T11:43:43.326Z
test.student.aids.1@kathir.edu,student,MESSAGE_SENT,Messaging,114.253.165.202,success,2026-02-07T04:52:49.482Z
test.admin.2026@kathir.edu,admin,MESSAGE_SENT,Messaging,106.152.53.85,failed,2026-05-10T15:03:50.669Z
test.student.civil.4@kathir.edu,student,CONVERSATION_CREATED,Messaging,115.104.54.195,success,2026-01-10T12:09:59.411Z
test.student.civil.8@kathir.edu,student,QUERY_CREATED,HelpDesk,1.246.59.24,success,2026-06-04T14:24:46.742Z
test.student.cse.8@kathir.edu,student,CONVERSATION_CREATED,Messaging,1.250.208.9,success,2026-02-20T20:50:38.617Z
test.student.civil.2@kathir.edu,student,PASSWORD_CHANGED,Auth,73.40.231.104,failed,2026-06-19T01:58:16.924Z
test.student.civil.8@kathir.edu,student,PASSWORD_CHANGED,Auth,181.216.222.101,failed,2026-01-13T02:54:04.376Z
test.student.aids.7@kathir.edu,student,PASSWORD_CHANGED,Auth,165.111.110.140,success,2026-02-09T05:02:25.538Z
test.student.eee.4@kathir.edu,student,QUERY_CREATED,HelpDesk,204.87.86.113,failed,2026-06-04T11:44:21.077Z
test.faculty.ece.1@kathir.edu,faculty,LOGIN,Auth,104.44.148.127,success,2026-04-25T13:37:10.582Z
test.student.eee.1@kathir.edu,student,LOGOUT,Auth,124.254.163.21,success,2026-03-30T03:47:49.078Z
test.student.civil.8@kathir.edu,student,CONVERSATION_CREATED,Messaging,199.143.64.135,success,2026-02-27T15:15:20.135Z
test.faculty.ece.3@kathir.edu,faculty,CONVERSATION_CREATED,Messaging,102.127.52.5,success,2026-03-25T11:30:10.311Z
test.student.aids.7@kathir.edu,student,CONVERSATION_CREATED,Messaging,6.133.187.164,success,2026-04-15T14:51:44.208Z
test.student.civil.9@kathir.edu,student,QUERY_CREATED,HelpDesk,66.189.54.147,failed,2026-02-17T23:28:01.511Z
test.faculty.aids.5@kathir.edu,faculty,CONVERSATION_CREATED,Messaging,157.144.186.79,success,2026-02-03T13:50:24.226Z
test.faculty.ece.3@kathir.edu,faculty,MESSAGE_SENT,Messaging,222.0.199.131,success,2026-04-27T01:11:05.064Z
test.student.ece.3@kathir.edu,student,SEARCH_PERFORMED,Search,173.210.77.39,success,2026-01-28T03:25:46.400Z
test.faculty.aids.2@kathir.edu,faculty,QUERY_RESOLVED,HelpDesk,90.24.23.52,success,2026-01-29T14:53:30.221Z
test.student.ece.4@kathir.edu,student,QUERY_CREATED,HelpDesk,52.32.141.56,success,2026-01-27T23:11:38.230Z
test.student.mech.1@kathir.edu,student,QUERY_CREATED,HelpDesk,179.209.8.19,failed,2026-06-13T19:40:05.495Z
test.student.cse.3@kathir.edu,student,SEARCH_PERFORMED,Search,247.75.193.231,failed,2026-01-27T04:35:59.572Z
test.faculty.cse.4@kathir.edu,faculty,PASSWORD_CHANGED,Auth,96.30.82.236,failed,2026-03-04T08:45:03.891Z
test.faculty.ece.5@kathir.edu,faculty,PROFILE_UPDATED,Profile,14.195.92.200,failed,2026-06-20T18:28:27.611Z
test.student.eee.7@kathir.edu,student,LOGOUT,Auth,130.87.82.226,success,2026-03-22T16:16:56.033Z
test.student.civil.9@kathir.edu,student,MESSAGE_SENT,Messaging,151.234.113.188,success,2026-01-30T12:10:18.651Z
test.student.cse.7@kathir.edu,student,MESSAGE_SENT,Messaging,56.3.34.89,success,2026-05-13T23:38:14.714Z
test.student.cse.5@kathir.edu,student,LOGIN,Auth,168.62.214.0,success,2026-03-30T18:19:56.397Z
test.faculty.aids.3@kathir.edu,faculty,LOGIN,Auth,175.125.34.56,success,2026-05-02T01:39:47.162Z
test.student.mech.7@kathir.edu,student,SEARCH_PERFORMED,Search,32.45.81.87,success,2026-01-12T10:58:15.084Z
test.student.cse.3@kathir.edu,student,PASSWORD_CHANGED,Auth,203.196.111.254,success,2026-02-10T03:44:56.646Z
test.student.civil.9@kathir.edu,student,LOGIN,Auth,224.136.220.116,success,2026-02-19T15:16:18.392Z
test.faculty.ece.2@kathir.edu,faculty,CONVERSATION_CREATED,Messaging,153.241.121.85,failed,2026-06-25T10:01:53.257Z
test.faculty.aids.1@kathir.edu,faculty,ATTENDANCE_MARKED,Attendance,99.78.221.65,success,2026-03-12T00:35:54.241Z
test.student.aids.4@kathir.edu,student,CONVERSATION_CREATED,Messaging,229.51.53.218,success,2026-03-19T13:12:55.626Z
test.faculty.aids.3@kathir.edu,faculty,MESSAGE_SENT,Messaging,119.163.237.22,success,2026-05-28T22:15:25.659Z
test.student.mech.6@kathir.edu,student,QUERY_CREATED,HelpDesk,131.214.247.133,success,2026-03-19T08:16:39.220Z
test.student.cse.3@kathir.edu,student,QUERY_CREATED,HelpDesk,105.149.40.3,success,2026-06-20T10:50:20.053Z
test.faculty.cse.4@kathir.edu,faculty,MARKS_UPDATED,Academics,215.170.37.238,success,2026-01-05T06:15:56.381Z
test.student.aids.2@kathir.edu,student,SEARCH_PERFORMED,Search,132.247.105.120,success,2026-02-01T18:59:29.602Z
test.faculty.aids.5@kathir.edu,faculty,MESSAGE_SENT,Messaging,154.51.181.236,success,2026-01-11T21:27:13.369Z
test.student.mech.9@kathir.edu,student,PASSWORD_CHANGED,Auth,232.28.25.58,success,2026-03-20T01:35:01.381Z
test.student.eee.3@kathir.edu,student,PROFILE_UPDATED,Profile,229.109.229.243,success,2026-01-30T16:47:55.029Z
test.student.ece.8@kathir.edu,student,PROFILE_UPDATED,Profile,129.179.240.72,failed,2026-01-08T06:37:33.806Z
test.student.eee.5@kathir.edu,student,SEARCH_PERFORMED,Search,120.31.116.242,success,2026-06-03T04:06:56.605Z
test.faculty.civil.3@kathir.edu,faculty,LOGOUT,Auth,209.37.228.83,success,2026-06-25T04:16:30.638Z
test.student.mech.4@kathir.edu,student,PROFILE_UPDATED,Profile,185.123.23.52,success,2026-03-06T02:48:43.880Z
test.faculty.eee.4@kathir.edu,faculty,PASSWORD_CHANGED,Auth,232.149.116.188,success,2026-05-20T22:17:35.269Z
test.student.eee.8@kathir.edu,student,LOGOUT,Auth,180.58.139.186,success,2026-03-31T19:11:36.631Z
test.student.aids.5@kathir.edu,student,QUERY_CREATED,HelpDesk,234.72.55.91,success,2026-04-23T22:57:21.559Z
test.faculty.ece.5@kathir.edu,faculty,PROFILE_UPDATED,Profile,227.66.115.206,success,2026-05-19T13:34:03.554Z
test.faculty.cse.1@kathir.edu,faculty,ATTENDANCE_UPDATED,Attendance,139.209.79.4,failed,2026-05-21T03:21:55.710Z
test.faculty.civil.4@kathir.edu,faculty,CONVERSATION_CREATED,Messaging,124.234.233.189,failed,2026-05-23T08:57:26.362Z
test.student.aids.7@kathir.edu,student,LOGOUT,Auth,222.0.89.36,success,2026-04-16T12:11:35.239Z
test.faculty.eee.1@kathir.edu,faculty,EXPORT_REPORT,Reports,120.211.77.245,success,2026-05-12T08:31:59.750Z
test.faculty.eee.1@kathir.edu,faculty,ATTENDANCE_MARKED,Attendance,219.168.31.235,failed,2026-06-11T14:43:42.157Z
test.student.cse.5@kathir.edu,student,LOGOUT,Auth,108.106.252.45,success,2026-06-16T17:33:40.345Z
test.student.aids.3@kathir.edu,student,CONVERSATION_CREATED,Messaging,95.74.139.101,success,2026-05-03T07:06:14.426Z
test.student.ece.4@kathir.edu,student,LOGIN,Auth,119.181.244.116,failed,2026-05-12T06:33:50.655Z
test.student.eee.4@kathir.edu,student,MESSAGE_SENT,Messaging,135.22.36.237,success,2026-05-13T07:23:25.954Z
test.faculty.civil.3@kathir.edu,faculty,MARKS_UPDATED,Academics,84.24.148.225,success,2026-01-15T07:25:36.717Z
test.faculty.eee.1@kathir.edu,faculty,ACHIEVEMENT_ADDED,Achievements,8.137.133.99,success,2026-01-06T19:51:08.469Z
test.student.civil.7@kathir.edu,student,PROFILE_UPDATED,Profile,194.0.30.205,failed,2026-01-09T06:58:30.288Z
test.student.mech.10@kathir.edu,student,MESSAGE_SENT,Messaging,82.239.120.144,success,2026-05-22T16:41:36.199Z
test.student.aids.5@kathir.edu,student,SEARCH_PERFORMED,Search,166.62.143.240,success,2026-02-28T13:23:55.353Z
test.student.eee.8@kathir.edu,student,PROFILE_UPDATED,Profile,136.96.112.28,success,2026-03-23T08:43:03.432Z
test.student.civil.9@kathir.edu,student,CONVERSATION_CREATED,Messaging,233.153.245.42,failed,2026-03-31T22:54:50.145Z
test.student.cse.3@kathir.edu,student,LOGOUT,Auth,232.194.174.125,failed,2026-01-05T17:37:36.296Z
test.student.aids.10@kathir.edu,student,LOGOUT,Auth,93.221.2.229,success,2026-03-01T04:25:25.092Z
test.student.mech.6@kathir.edu,student,SEARCH_PERFORMED,Search,215.37.238.14,success,2026-01-13T13:11:22.870Z
test.student.ece.10@kathir.edu,student,QUERY_CREATED,HelpDesk,228.127.129.183,failed,2026-03-27T11:05:22.102Z
test.student.civil.6@kathir.edu,student,MESSAGE_SENT,Messaging,254.15.99.71,success,2026-02-17T02:18:03.532Z
test.faculty.eee.3@kathir.edu,faculty,MESSAGE_SENT,Messaging,7.207.41.24,success,2026-05-25T17:08:28.507Z
test.faculty.mech.4@kathir.edu,faculty,EXPORT_REPORT,Reports,223.17.53.246,success,2026-05-11T23:49:26.690Z
test.student.ece.4@kathir.edu,student,QUERY_CREATED,HelpDesk,48.128.65.158,success,2026-01-14T21:44:48.897Z
test.faculty.aids.5@kathir.edu,faculty,MARKS_UPDATED,Academics,98.1.245.139,success,2026-03-03T03:43:06.521Z
test.faculty.mech.3@kathir.edu,faculty,CONVERSATION_CREATED,Messaging,129.154.195.190,success,2026-03-10T15:08:42.389Z
test.faculty.aids.1@kathir.edu,faculty,EXPORT_REPORT,Reports,24.71.42.232,failed,2026-02-01T12:45:23.335Z
test.student.civil.1@kathir.edu,student,PROFILE_UPDATED,Profile,19.120.57.131,success,2026-04-09T05:21:29.553Z
test.student.aids.10@kathir.edu,student,PROFILE_UPDATED,Profile,228.175.100.143,success,2026-06-06T22:24:18.963Z
test.student.cse.5@kathir.edu,student,MESSAGE_SENT,Messaging,164.245.47.16,success,2026-04-04T05:09:21.742Z
test.student.mech.9@kathir.edu,student,MESSAGE_SENT,Messaging,7.132.197.101,success,2026-05-15T03:17:26.568Z
test.faculty.ece.4@kathir.edu,faculty,ACHIEVEMENT_ADDED,Achievements,167.207.210.163,failed,2026-06-09T04:58:56.814Z
test.student.eee.5@kathir.edu,student,SEARCH_PERFORMED,Search,180.206.93.36,success,2026-05-19T03:26:46.615Z
test.student.mech.3@kathir.edu,student,CONVERSATION_CREATED,Messaging,91.45.45.194,success,2026-05-28T04:06:02.990Z
test.faculty.cse.5@kathir.edu,faculty,MARKS_UPLOADED,Academics,233.242.40.185,success,2026-06-06T08:47:24.931Z
test.student.civil.10@kathir.edu,student,QUERY_CREATED,HelpDesk,23.233.242.41,success,2026-06-09T07:06:14.386Z
test.student.cse.7@kathir.edu,student,PROFILE_UPDATED,Profile,213.139.194.8,success,2026-04-30T11:45:42.012Z
test.student.eee.3@kathir.edu,student,PASSWORD_CHANGED,Auth,143.61.75.23,success,2026-06-14T10:19:02.277Z
test.student.cse.2@kathir.edu,student,PASSWORD_CHANGED,Auth,71.158.52.9,success,2026-02-09T06:07:11.759Z
test.student.mech.1@kathir.edu,student,QUERY_CREATED,HelpDesk,200.83.35.32,failed,2026-06-09T00:55:11.562Z
test.student.civil.6@kathir.edu,student,QUERY_CREATED,HelpDesk,197.229.87.164,success,2026-01-06T19:08:54.242Z
test.faculty.aids.3@kathir.edu,faculty,ATTENDANCE_UPDATED,Attendance,101.192.209.112,success,2026-06-29T21:57:13.920Z
test.student.mech.4@kathir.edu,student,PROFILE_UPDATED,Profile,177.253.189.117,failed,2026-04-03T04:38:01.718Z
test.student.eee.4@kathir.edu,student,MESSAGE_SENT,Messaging,209.84.135.94,success,2026-04-09T14:17:04.258Z
test.faculty.mech.3@kathir.edu,faculty,LOGIN,Auth,96.167.216.108,success,2026-05-03T05:00:13.771Z
test.faculty.cse.2@kathir.edu,faculty,ACHIEVEMENT_ADDED,Achievements,154.4.94.11,failed,2026-01-22T10:37:44.982Z
test.faculty.eee.5@kathir.edu,faculty,LOGOUT,Auth,127.3.225.17,success,2026-05-23T02:16:28.845Z
test.student.aids.5@kathir.edu,student,QUERY_CREATED,HelpDesk,128.200.188.11,success,2026-01-13T23:55:29.638Z
test.student.aids.8@kathir.edu,student,MESSAGE_SENT,Messaging,114.9.47.61,success,2026-03-26T01:41:28.538Z
test.student.aids.10@kathir.edu,student,MESSAGE_SENT,Messaging,90.117.238.162,success,2026-02-02T17:50:31.191Z
test.faculty.eee.5@kathir.edu,faculty,QUERY_RESOLVED,HelpDesk,48.43.75.138,success,2026-03-06T06:07:08.319Z
test.student.eee.8@kathir.edu,student,MESSAGE_SENT,Messaging,134.150.92.56,success,2026-01-03T00:33:00.137Z
test.student.cse.9@kathir.edu,student,MESSAGE_SENT,Messaging,7.182.180.80,success,2026-04-14T21:43:19.265Z
test.student.cse.2@kathir.edu,student,PASSWORD_CHANGED,Auth,118.46.105.14,success,2026-03-17T04:47:21.960Z
test.faculty.aids.3@kathir.edu,faculty,LOGIN,Auth,78.72.148.227,failed,2026-05-10T20:26:25.680Z
test.faculty.civil.5@kathir.edu,faculty,LOGIN,Auth,19.240.100.39,success,2026-02-02T18:29:36.420Z
test.student.mech.5@kathir.edu,student,PROFILE_UPDATED,Profile,3.38.124.252,success,2026-06-28T04:10:57.097Z
test.student.cse.8@kathir.edu,student,PASSWORD_CHANGED,Auth,9.225.104.199,success,2026-03-16T18:56:19.222Z
test.student.eee.7@kathir.edu,student,LOGIN,Auth,65.187.94.65,success,2026-04-21T11:01:48.483Z
test.student.cse.3@kathir.edu,student,LOGOUT,Auth,215.200.7.187,success,2026-04-26T12:04:53.666Z
test.faculty.cse.4@kathir.edu,faculty,MESSAGE_SENT,Messaging,146.127.76.149,failed,2026-06-18T04:36:29.403Z
test.faculty.eee.2@kathir.edu,faculty,LOGOUT,Auth,130.150.193.210,success,2026-02-09T16:18:02.574Z
test.student.civil.3@kathir.edu,student,CONVERSATION_CREATED,Messaging,20.76.1.171,success,2026-02-03T02:26:52.699Z
test.faculty.civil.1@kathir.edu,faculty,PROFILE_UPDATED,Profile,17.145.250.103,failed,2026-04-18T19:34:58.087Z
test.faculty.cse.3@kathir.edu,faculty,CONVERSATION_CREATED,Messaging,100.132.210.220,success,2026-01-09T01:26:41.118Z
test.student.ece.9@kathir.edu,student,PASSWORD_CHANGED,Auth,173.75.45.48,success,2026-01-10T21:07:23.391Z
test.student.eee.8@kathir.edu,student,LOGOUT,Auth,228.201.66.85,success,2026-02-08T18:01:50.642Z
test.faculty.civil.5@kathir.edu,faculty,CONVERSATION_CREATED,Messaging,35.88.135.21,success,2026-05-28T07:05:45.967Z
test.faculty.cse.3@kathir.edu,faculty,PROFILE_UPDATED,Profile,144.1.132.151,success,2026-02-26T01:54:54.059Z
test.student.ece.10@kathir.edu,student,CONVERSATION_CREATED,Messaging,148.200.238.228,success,2026-01-25T09:54:23.156Z
test.faculty.civil.4@kathir.edu,faculty,LOGIN,Auth,208.130.14.243,success,2026-03-11T14:47:47.423Z
test.faculty.aids.1@kathir.edu,faculty,ATTENDANCE_MARKED,Attendance,97.95.24.162,success,2026-04-01T23:39:30.503Z
test.student.mech.8@kathir.edu,student,LOGIN,Auth,96.136.15.30,success,2026-03-17T06:24:03.714Z
test.student.ece.7@kathir.edu,student,SEARCH_PERFORMED,Search,212.26.187.228,success,2026-02-12T13:29:16.540Z
test.student.civil.7@kathir.edu,student,QUERY_CREATED,HelpDesk,203.177.4.117,success,2026-01-12T03:18:03.338Z
test.faculty.eee.2@kathir.edu,faculty,EXPORT_REPORT,Reports,66.170.151.151,success,2026-04-06T18:15:52.089Z
test.student.aids.2@kathir.edu,student,QUERY_CREATED,HelpDesk,118.76.76.187,success,2026-01-20T23:02:29.420Z
test.student.mech.1@kathir.edu,student,PROFILE_UPDATED,Profile,31.220.151.172,success,2026-04-02T13:35:26.151Z
test.faculty.eee.2@kathir.edu,faculty,LOGOUT,Auth,198.181.129.164,success,2026-06-19T19:03:51.792Z
test.faculty.cse.4@kathir.edu,faculty,MARKS_UPLOADED,Academics,129.246.64.52,success,2026-05-15T03:05:52.561Z
test.faculty.eee.2@kathir.edu,faculty,SEARCH_PERFORMED,Search,160.132.14.252,success,2026-04-23T21:26:22.508Z
test.faculty.ece.2@kathir.edu,faculty,SEARCH_PERFORMED,Search,55.12.132.206,success,2026-01-15T23:52:46.386Z
test.faculty.cse.3@kathir.edu,faculty,MARKS_UPDATED,Academics,228.86.103.225,success,2026-05-23T15:17:57.100Z
test.student.aids.5@kathir.edu,student,SEARCH_PERFORMED,Search,149.57.44.166,success,2026-05-22T07:15:00.668Z
test.student.ece.1@kathir.edu,student,SEARCH_PERFORMED,Search,9.199.29.195,success,2026-01-15T02:10:14.228Z
test.student.mech.9@kathir.edu,student,SEARCH_PERFORMED,Search,221.10.149.67,success,2026-02-26T23:29:44.072Z
test.student.eee.3@kathir.edu,student,PASSWORD_CHANGED,Auth,12.79.221.176,success,2026-01-20T22:37:13.914Z
test.faculty.civil.3@kathir.edu,faculty,PROFILE_UPDATED,Profile,207.1.115.102,success,2026-03-19T11:18:37.845Z
test.faculty.mech.1@kathir.edu,faculty,SEARCH_PERFORMED,Search,163.90.239.150,success,2026-05-25T18:43:21.394Z
test.faculty.cse.4@kathir.edu,faculty,MESSAGE_SENT,Messaging,19.153.168.198,success,2026-02-24T21:36:59.576Z
test.faculty.ece.2@kathir.edu,faculty,PASSWORD_CHANGED,Auth,82.245.48.36,success,2026-05-25T11:01:40.146Z
test.student.ece.2@kathir.edu,student,MESSAGE_SENT,Messaging,126.171.199.32,failed,2026-05-16T09:40:07.370Z
test.faculty.eee.1@kathir.edu,faculty,LOGIN,Auth,224.171.141.59,success,2026-06-10T21:45:48.204Z
test.faculty.cse.3@kathir.edu,faculty,ACHIEVEMENT_ADDED,Achievements,70.65.35.12,failed,2026-02-18T09:42:54.120Z
test.faculty.aids.5@kathir.edu,faculty,MARKS_UPDATED,Academics,100.154.58.80,success,2026-05-09T23:31:53.971Z
test.student.mech.6@kathir.edu,student,QUERY_CREATED,HelpDesk,175.203.187.127,success,2026-04-01T21:46:50.103Z
test.student.aids.1@kathir.edu,student,LOGOUT,Auth,46.167.1.117,success,2026-06-13T07:47:53.184Z
test.student.civil.10@kathir.edu,student,MESSAGE_SENT,Messaging,156.98.89.171,failed,2026-02-22T10:35:12.452Z
test.faculty.aids.5@kathir.edu,faculty,LOGIN,Auth,52.3.36.24,success,2026-05-09T08:32:41.989Z
